Date,平均温度,最高温,最低温,平均降水,最高露点,平均露点,最低露点,最高湿度(%),最低湿度(%),平均相对湿度(%),最高气压,平均气压,最低气压,最高风速,平均风速,最低风速,BSI_厦门手足口病_all,BSI_厦门手足口病_pc,BSI_厦门手足口病_wise,BSI_厦门肝炎_all,BSI_厦门肝炎_pc,BSI_厦门肝炎_wise,BSI_厦门腹泻_all,BSI_厦门腹泻_pc,BSI_厦门腹泻_wise,手足口病,肝炎,其他感染性腹泻,HF1,HF2,HF3,HF4,HF5,HF6,HF7,H1,H2,H3,H4,H5,H6,H7,D1,D2,D3,D4,D5,D6,D7
2011Y46W,22.14,26.11,16.11,32.87,22.78,17.13,8.89,100,39,74.99,1021.23,1012.24,1003.33,25,9.51,0,352,547,0,437,437,0,352,352,0,38,135,88,5,5,5,3,5,7,8,24,24,23,24,17,14,9,13,14,10,28,12,4,7
2011Y47W,19.7,26.11,15,0.04,17.78,13.19,7.78,94,46,66.72,1021.23,1016.59,1009.41,22,9.79,0,359,461,0,448,448,0,359,359,0,48,126,72,8,3,9,1,2,10,15,23,17,19,28,18,11,10,9,8,14,13,14,5,9
2011Y48W,18.61,27.22,8.89,0.19,20,12.29,-17.78,100,28,68.7,1018.19,1012.17,1007.38,20,8.8,0,373,519,0,436,436,0,373,373,0,39,116,75,7,10,1,9,4,2,6,17,27,24,12,11,14,11,15,9,13,16,6,7,9
2011Y49W,17.14,27.78,10,0.54,18.89,11.5,1.11,94,42,70.19,1021.23,1016.4,1009.41,22,10.4,0,415,491,0,446,446,0,415,415,0,40,106,70,7,7,8,3,3,6,6,17,17,24,15,14,10,9,8,12,13,10,10,11,6
2011Y50W,15.68,22.22,10,0,13.89,8.58,-2.22,82,38,63.2,1024.27,1018.04,1013.46,22,10.77,0,301,501,0,384,384,0,301,301,0,44,114,93,5,14,6,3,4,5,7,16,24,22,19,14,10,9,19,6,20,11,18,10,9
2011Y51W,14.13,21.11,8.89,0.47,13.89,5.46,-17.78,88,27,61.96,1024.27,1017.69,1012.45,22,10.55,0,413,489,0,445,445,0,413,413,0,28,103,104,5,4,7,4,0,3,5,18,21,19,15,12,11,7,14,14,18,17,15,12,14
2011Y52W,14.75,20,10,1.2,12.78,9.28,2.22,94,48,69.73,1025,1020.17,1015.49,29,9.13,0,424,482,0,377,377,0,424,424,0,44,129,108,6,5,6,12,4,6,5,20,16,18,27,24,19,5,16,13,24,23,13,11,8
2012Y01W,11.46,20,5.4,8.36,12,8,0,100,51,75.86,1029,1024.57,1019,32,14.57,0,418,454,0,365,365,0,418,418,0,24,76,93,3,6,1,4,1,5,4,4,8,18,18,12,10,6,15,14,17,20,11,9,7
2012Y02W,13.69,18.9,10.3,17.66,16,11.14,5,100,59,82.57,1028,1021.14,1009,32,10.43,0,377,442,0,367,367,0,377,377,0,20,118,65,5,2,1,1,2,6,3,21,25,23,11,17,11,10,11,10,10,7,10,8,9
2012Y03W,12.94,20.8,7.6,4,14,10.71,7,100,59,82.71,1022,1016.29,1010,26,12.43,0,360,417,0,358,358,0,360,360,0,10,90,48,0,3,2,2,2,0,1,20,16,7,24,13,9,1,14,9,7,7,3,5,3
2012Y04W,10.2,18,5.6,3.07,12,8.14,1,94,58,81.57,1024,1020,1014,29,13.14,0,423,295,0,240,240,0,423,423,0,9,37,36,1,0,2,0,3,1,2,2,4,1,5,6,10,9,3,4,6,3,3,3,14
2012Y05W,12.2,20.7,7.5,2.6,14,9,5,94,55,76.29,1027,1021.57,1014,29,12,0,440,361,0,428,428,0,440,440,0,11,92,51,1,2,1,2,3,2,0,14,16,13,19,9,13,8,10,9,9,14,4,2,3
2012Y06W,11.23,21.3,6.1,2.63,18,8.57,-2,100,50,79.43,1025,1019.86,1008,40,13.57,0,358,368,0,376,376,0,358,358,0,9,87,45,0,0,1,1,4,2,1,15,11,9,24,18,2,8,11,9,7,3,6,5,4
2012Y07W,12.6,21.3,7.6,4.97,18,9,0,100,42,76.29,1026,1019.86,1013,29,14.71,0,415,429,0,417,417,0,415,415,0,12,105,42,1,2,0,3,0,1,5,16,22,21,17,19,8,2,7,4,8,5,8,4,6
2012Y08W,13.97,24.1,7.5,9.24,19,12.29,2,100,52,85.14,1024,1014.57,1007,32,10.43,0,423,399,0,366,366,0,423,423,0,26,117,43,5,5,2,4,1,3,6,19,23,13,25,12,13,12,3,10,4,17,5,2,2
2012Y09W,12.7,23.4,6.2,13.96,16,11.57,6,100,64,87.57,1021,1015.57,1011,32,10.43,0,359,403,0,367,367,0,359,359,0,31,116,45,6,2,4,7,2,2,8,17,22,19,24,18,4,12,14,8,5,5,2,2,9
2012Y10W,12.9,25.5,7.5,9.76,22,11,0,100,44,82.57,1024,1014.86,1007,29,13.29,0,424,500,0,436,436,0,424,424,0,33,122,40,11,7,2,1,1,5,6,23,15,23,22,20,10,9,9,8,5,5,8,1,4
2012Y11W,15.91,29.2,8.7,7.66,21,13.29,0,100,44,82.71,1025,1017.71,1010,32,8.57,0,373,463,0,452,452,0,373,373,0,28,122,35,7,3,8,2,2,5,1,26,22,13,25,10,12,14,4,6,3,6,9,6,1
2012Y12W,16.53,28.7,10.1,2.8,23,11.29,1,88,25,68.29,1024,1017,1009,29,15,0,411,489,0,453,453,0,411,411,0,40,117,38,3,4,6,12,5,5,5,16,14,22,20,16,12,17,9,3,6,7,8,1,4
2012Y13W,18.76,27.3,12.4,0.81,19,10.43,-2,94,24,58.57,1024,1020.14,1012,40,11.86,0,415,559,0,433,433,0,415,415,0,76,148,57,10,11,15,8,14,10,8,20,28,24,27,21,18,10,12,8,8,6,13,4,6
2012Y14W,19.53,30,12.9,5.2,19,13.57,5,94,33,66.86,1021,1016.86,1013,32,10.71,0,418,535,0,431,431,0,418,418,0,66,79,51,5,17,11,14,4,7,8,13,7,11,16,20,6,6,5,4,10,9,7,10,6
2012Y15W,21.24,28.8,17.5,7.74,23,19.57,16,100,55,87,1019,1012.29,1006,21,6.86,0,367,517,0,459,459,0,367,367,0,78,130,38,6,15,11,5,7,12,22,20,18,30,29,18,10,5,5,5,9,6,5,5,3
2012Y16W,20.71,29.1,15.6,11.57,22,17.43,6,100,33,77.86,1015,1010.29,1005,29,9,0,411,569,0,472,472,0,411,411,0,123,116,56,14,13,18,22,16,7,33,21,13,16,27,23,12,4,11,6,8,9,9,3,10
2012Y17W,21.43,28.9,16.3,14.91,25,19.57,12,100,50,85.43,1015,1009.71,1004,35,8.71,0,354,588,0,449,449,0,354,354,0,126,114,41,22,26,16,12,17,12,21,20,16,16,23,16,15,8,10,7,3,10,7,2,2
2012Y18W,23.24,30,17,17.4,27,20.86,6,100,20,82.14,1013,1008.14,1003,29,10.71,0,363,627,0,446,446,0,363,363,0,160,149,39,18,27,19,22,14,28,32,11,14,20,35,37,22,10,5,3,5,13,5,4,4
2012Y19W,24.17,33.6,19.2,13.66,26,20.57,12,100,35,75.71,1013,1008.57,1003,29,9.43,0,348,720,0,446,446,0,348,348,0,186,127,39,41,22,31,28,8,30,26,28,30,16,18,15,13,7,14,4,6,4,4,4,3
2012Y20W,23.83,32.4,19.5,14.37,26,21.71,14,100,48,82.43,1013,1008.14,1004,29,9.86,0,230,876,0,377,377,0,230,230,0,181,128,30,25,22,16,21,19,31,47,33,18,26,17,15,9,10,6,6,5,4,4,3,2
2012Y21W,24.01,32.2,20,8.59,25,19.57,12,100,40,71.86,1012,1009,1005,32,13,0,415,922,0,436,436,0,415,415,0,195,140,47,31,32,43,16,21,28,24,25,24,19,22,30,10,10,7,6,2,6,11,5,10
2012Y22W,24.43,30,20.8,5.99,24,20.43,17,100,49,72.57,1014,1008.57,1004,35,13.57,0,297,741,0,428,428,0,297,297,0,156,141,42,22,27,22,20,16,28,21,26,20,16,23,34,12,10,11,5,3,4,12,6,1
2012Y23W,26.96,33.3,23,13.34,27,23,17,100,49,73.43,1007,1003.43,997,29,10.29,0,405,678,0,448,448,0,405,405,0,145,153,36,26,19,19,20,18,15,28,25,33,26,26,17,17,9,9,3,4,7,8,3,2
2012Y24W,25.43,32.3,22.9,31.83,27,23.71,19,100,50,85,1007,1001.57,995,29,10.86,0,302,665,0,442,442,0,302,302,0,141,125,33,25,13,16,17,21,16,33,30,23,21,18,16,11,6,4,2,5,4,5,6,7
2012Y25W,25.96,30.4,22.7,23,26,24.43,21,100,60,85.71,1008,1002.71,994,35,13.29,0,415,580,0,441,441,0,415,415,0,127,134,30,25,17,18,14,13,20,20,19,23,24,39,13,6,10,4,7,7,7,2,2,1
2012Y26W,27.67,34.5,24.5,1.64,26,24.43,21,100,50,78.57,1012,1006.29,1001,32,10.57,0,245,607,0,432,432,0,245,245,0,134,152,57,20,15,29,19,17,18,16,28,25,30,26,26,12,5,13,8,7,10,5,2,12
2012Y27W,28.61,34.7,25,0.9,27,24,21,95,35,71.71,1010,1006.57,1003,26,10.29,0,296,579,0,365,365,0,296,296,0,80,144,66,16,13,6,16,9,11,9,17,40,17,22,26,11,11,14,13,4,17,8,6,4
2012Y28W,29.71,36.9,26.4,0.6,26,24.43,22,89,38,68.57,1009,1004.86,1002,29,13,0,316,516,0,445,445,0,316,316,0,56,130,66,6,8,14,7,8,6,7,24,18,24,26,16,18,4,16,3,8,14,10,7,8
2012Y29W,28.4,34.5,22.5,13.3,27,25,22,100,49,75.29,1009,1004.71,1000,29,9.14,0,413,493,0,373,373,0,413,413,0,56,164,58,9,3,12,9,4,7,12,34,26,35,20,23,20,6,7,8,12,8,12,7,4
2012Y30W,27.87,35,23.8,18.37,26,24.29,21,100,40,77.57,1010,1005.14,1001,29,9.57,0,425,496,0,368,368,0,425,425,0,53,166,64,9,7,6,18,2,4,7,18,31,37,29,24,15,12,12,7,7,12,11,3,12
2012Y31W,28.54,35.8,25,28.89,26,23,19,95,33,68.57,1005,997.86,993,32,10.71,0,356,440,0,435,435,0,356,356,0,52,170,82,3,13,9,13,3,6,5,22,30,33,27,28,12,18,15,21,11,11,13,6,5
2012Y32W,28.81,37.3,24.3,13.2,27,24.71,21,100,30,74,1007,1001,995,26,8.29,0,367,454,0,382,382,0,367,367,0,34,164,71,4,4,5,0,4,4,13,27,30,37,23,29,7,11,13,13,8,13,12,7,5
2012Y33W,28.21,34.6,24.6,16.63,27,24.86,22,100,45,77.86,1012,1006,1001,32,8,0,374,455,0,420,420,0,374,374,0,41,139,98,10,7,3,6,9,3,3,21,17,34,26,16,12,13,18,18,17,16,14,6,9
2012Y34W,28.63,35.3,24.2,12.7,26,23.57,21,94,44,69.29,1008,1004.57,1001,50,15,0,384,415,0,372,372,0,384,384,0,35,148,81,7,4,5,6,3,2,8,31,20,23,34,25,10,5,19,18,7,15,11,5,6
2012Y35W,28.14,36.6,24.3,13.6,26,24,21,94,31,77.29,1011,1006.29,998,26,7.43,0,358,446,0,449,449,0,358,358,0,51,172,73,5,4,8,15,6,5,8,26,32,38,32,21,10,13,11,13,11,7,19,4,8
2012Y36W,28.14,34.4,24.2,12.21,27,24.43,22,100,45,77.43,1016,1011.86,1008,26,8.14,0,352,465,0,443,443,0,352,352,0,85,153,98,10,11,11,7,15,15,16,30,22,43,22,19,12,5,16,21,18,13,10,7,13
2012Y37W,26.87,32.9,21.1,8.11,27,22.43,16,100,30,73.29,1013,1009.86,1005,26,8.57,0,356,492,0,428,428,0,356,356,0,115,151,65,13,16,13,11,14,25,23,26,17,31,28,27,12,10,12,9,12,8,13,6,5
2012Y38W,25.31,31.8,21.8,15.34,26,20.29,13,100,29,70.57,1015,1010.86,1006,26,9.14,0,300,525,0,358,358,0,300,300,0,113,155,43,26,30,6,10,12,12,17,20,23,36,16,33,16,11,8,7,10,4,4,6,4
2012Y39W,25.44,32.9,21,0.17,23,17.43,12,94,26,58,1017,1010.86,1005,35,17.86,0,354,513,0,411,411,0,354,354,0,104,128,63,13,20,16,19,16,10,10,23,23,20,26,19,13,4,12,6,12,11,7,9,6
2012Y40W,23.56,28.7,19.6,0,20,15,10,88,30,56.57,1019,1014.29,1009,29,15.14,0,418,459,0,356,356,0,418,418,0,75,47,32,9,14,14,11,8,4,15,3,7,7,2,8,14,6,3,6,4,3,6,4,6
2012Y41W,23.21,29.6,18.7,0,18,14,9,83,26,54.29,1018,1013.57,1010,35,15.29,0,300,488,0,367,367,0,300,300,0,36,129,93,5,5,5,6,5,4,6,15,26,23,18,21,17,9,16,10,14,16,20,10,7
2012Y42W,22.41,29.4,17,0.47,20,15.14,6,88,16,61.57,1022,1016.86,1011,29,11.43,0,372,393,0,311,311,0,372,372,0,40,147,125,6,7,2,9,7,7,2,27,35,21,23,14,18,9,20,18,18,23,20,7,19
2012Y43W,23.86,30.4,19,0.04,24,18.57,11,100,37,69.29,1019,1016.14,1013,35,9.43,0,354,453,0,384,384,0,354,354,0,47,150,167,6,6,2,6,5,8,14,39,24,25,21,21,9,11,23,29,20,21,21,29,24
2012Y44W,20.9,27.7,14.9,7.33,20,16,8,100,37,69.86,1021,1016.14,1013,29,12,0,436,449,0,360,360,0,436,436,0,52,144,141,5,5,10,8,4,9,11,33,27,21,16,24,14,9,23,23,31,15,27,8,14
2012Y45W,21.07,27.6,17.4,5.27,23,15.57,3,100,18,68.71,1021,1016.14,1011,29,11.14,0,360,445,0,431,431,0,360,360,0,49,162,141,4,7,9,10,10,6,3,24,26,27,29,30,15,11,30,24,18,22,17,14,16
2012Y46W,19.51,25.8,16.2,0.6,19,14.57,9,94,34,69.14,1023,1018.43,1014,29,12.71,0,369,436,0,447,447,0,369,369,0,59,175,145,7,7,12,13,5,5,10,28,28,40,23,31,18,7,42,20,23,18,19,10,13
2012Y47W,18.54,24,13.9,11.66,22,15.86,6,100,33,80,1022,1016.57,1010,32,9.86,0,366,453,0,430,430,0,366,366,0,43,171,128,8,7,7,6,4,5,6,23,31,26,36,32,15,8,20,24,27,16,13,13,15
2012Y48W,16,20.6,13,26.4,20,15.14,7,100,54,89.71,1023,1016.86,1012,35,11.14,0,420,447,0,414,414,0,420,420,0,67,120,130,6,19,9,11,5,6,11,24,19,20,21,14,10,12,25,17,18,22,16,19,13
2012Y49W,15.27,21.5,12.3,8.27,15,10.43,4,100,34,68.43,1023,1019.14,1016,35,13.57,0,354,470,0,440,440,0,354,354,0,68,140,98,6,9,10,15,10,7,11,23,25,28,13,20,21,10,18,21,13,13,19,7,7
2012Y50W,16.97,25.9,11,0.9,20,13,4,100,40,74.43,1025,1019.43,1013,29,12,0,418,394,0,365,365,0,418,418,0,57,154,121,5,13,4,8,5,11,11,23,25,38,16,26,17,9,22,16,21,13,19,11,19
2012Y51W,14.33,24.3,8.8,5.27,18,11.29,1,100,45,77.14,1029,1021.29,1014,29,14.29,0,358,493,0,352,352,0,358,358,0,76,125,162,9,9,20,15,7,8,8,22,24,20,24,16,10,9,10,17,15,78,26,4,12
2012Y52W,14.47,21.9,7,9.43,17,10,-5,100,27,71.71,1028,1020.57,1013,35,12.86,0,352,470,0,297,297,0,352,352,0,87,114,86,13,12,14,17,13,6,12,17,17,22,15,24,12,7,13,24,13,12,10,7,7
2013Y01W,11.64,20.6,3.8,0.39,13,6.29,-8,88,19,65.43,1029,1022.29,1017,35,13.57,0,301,422,0,346,346,0,301,301,0,50,120,70,2,8,10,8,5,10,7,22,8,9,9,17,30,25,13,8,4,13,7,12,13
2013Y02W,13.53,21.7,9.8,0.47,14,9.71,2,100,43,74,1025,1020,1012,29,10.86,0,376,438,0,352,352,0,376,376,0,42,160,93,10,9,6,6,3,4,4,29,20,26,23,29,23,10,19,18,21,8,8,10,9
2013Y03W,12.33,22.4,6.8,0,13,6.14,-6,94,20,63.29,1032,1024.43,1018,35,12.43,0,365,438,0,236,236,0,365,365,0,33,149,76,8,3,7,4,3,1,7,29,30,25,17,25,11,12,17,13,12,10,14,6,4
2013Y04W,14.84,22,10.3,0.3,17,9.86,-1,94,25,68,1027,1020.86,1016,35,11.71,0,426,379,0,301,301,0,426,426,0,32,120,73,7,5,4,2,5,4,5,26,19,21,21,18,6,9,16,10,8,14,12,4,9
2013Y05W,15.71,27.4,8.9,0.99,15,10.14,2,94,31,67,1027,1022.43,1018,32,9.14,0,354,372,0,293,293,0,354,354,0,38,107,71,7,4,12,8,4,1,2,19,16,14,20,19,9,10,15,13,13,7,7,6,10
2013Y06W,13.77,23.9,7.7,11.31,20,11.71,3,100,49,82.43,1026,1020.29,1015,35,12.57,0,354,177,0,173,173,0,354,354,0,15,107,48,3,4,2,1,1,2,2,16,26,17,24,0,18,6,9,11,10,7,5,0,6
2013Y07W,14.41,22.2,9.8,0.8,16,11,6,100,41,74.71,1025,1019.86,1013,29,11.57,0,300,177,0,295,295,0,300,300,0,13,62,52,2,1,3,0,2,2,3,4,1,5,12,7,17,16,5,7,4,7,5,15,9
2013Y08W,15.19,24.6,8.8,1.04,20,10.43,2,100,34,69.86,1028,1020.86,1011,32,14.57,0,247,419,0,300,300,0,247,247,0,24,166,69,5,2,3,4,1,5,4,26,33,22,33,24,12,16,17,7,10,7,17,6,5
2013Y09W,15.9,25.8,8.8,3.6,20,12.86,4,100,46,78.43,1027,1018.71,1012,40,10.86,0,304,415,0,418,418,0,304,304,0,14,146,47,1,3,1,5,1,2,1,30,23,23,28,22,15,5,8,3,9,9,5,3,10
2013Y10W,17.41,28.5,9.1,0,17,9.14,-7,100,9,59.71,1027,1019.57,1012,32,7.86,0,303,370,0,415,415,0,303,303,0,52,168,59,6,15,8,6,8,4,5,27,45,32,20,19,16,9,10,7,16,11,8,4,3
2013Y11W,16.6,28.5,9.5,1.76,19,11.57,2,94,32,67.86,1026,1018.29,1009,29,12,0,420,422,0,362,362,0,420,420,0,46,192,59,4,11,5,8,4,8,6,53,33,25,21,29,20,11,9,14,4,6,13,7,6
2013Y12W,20.13,30.8,13.8,4.94,21,17,9,100,40,81.71,1020,1011.86,1007,35,10,0,293,443,0,362,362,0,293,293,0,42,183,107,2,5,6,8,8,4,9,33,40,32,29,23,15,11,13,15,10,4,31,26,8
2013Y13W,15.77,21.2,12.5,10.73,17,13.43,7,100,43,82,1019,1015.14,1011,35,11.57,0,363,454,0,421,421,0,363,363,0,81,165,47,14,15,9,20,7,6,10,21,31,27,28,32,14,12,10,11,5,5,6,5,5
2013Y14W,17.11,24.7,12,24.49,21,14,1,100,21,77.71,1019,1011.71,1001,32,10.43,0,359,445,0,429,429,0,359,359,0,69,178,46,12,11,12,7,14,7,6,30,43,25,17,16,21,26,7,6,10,7,4,1,11
2013Y15W,16.7,24.3,11.9,0.34,18,11.71,4,100,28,69.43,1023,1017.29,1010,26,9,0,296,461,0,370,370,0,296,296,0,73,213,50,16,10,11,5,8,11,12,54,42,37,36,22,10,12,9,8,8,12,6,3,4
2013Y16W,20.19,30.1,14.2,10.03,24,18,7,100,30,83.14,1020,1011,1005,32,9.57,0,360,452,0,300,300,0,360,360,0,58,149,55,5,8,11,5,12,7,10,22,30,21,19,22,18,17,14,9,4,7,9,3,9
2013Y17W,20.47,29,13.4,4.16,22,17,9,100,44,77,1021,1014.43,1009,29,8.14,0,417,693,0,365,365,0,417,417,0,107,169,47,20,23,11,14,13,8,18,31,29,23,17,27,17,25,6,12,6,5,11,5,2
2013Y18W,21.04,27.5,14.8,14.74,24,14.57,-2,100,12,65.71,1017,1012.86,1006,35,12.71,0,350,571,0,420,420,0,350,350,0,110,106,28,9,11,13,20,15,20,22,21,8,8,19,25,11,14,4,1,3,7,3,3,7
2013Y19W,22.86,31,19.3,12.01,24,21.29,17,100,54,84.86,1016,1010.43,1003,26,6.71,0,291,547,0,370,370,0,291,291,0,111,166,35,23,12,12,12,11,12,29,24,33,35,23,23,12,16,5,9,6,4,2,4,5
2013Y20W,24.6,31.3,20.1,24.41,27,23.43,19,100,48,89.29,1010,1006.71,1003,26,7.29,0,358,639,0,426,426,0,358,358,0,173,185,44,19,28,29,26,16,16,39,29,30,41,42,23,12,8,5,6,8,9,11,4,1
2013Y21W,24.59,30.3,21.5,23.66,26,23,20,100,57,87,1013,1008.29,1002,21,9.14,0,230,732,0,422,422,0,230,230,0,238,154,48,29,28,38,34,32,30,47,31,27,35,27,18,6,10,9,3,6,9,10,7,4
2013Y22W,27.86,35,23.8,6.5,27,25.29,22,100,49,80.14,1012,1007.71,1001,26,8.43,0,348,777,0,426,426,0,348,348,0,332,158,59,46,58,45,43,36,54,50,25,43,17,28,19,17,9,13,9,7,10,9,6,5
2013Y23W,25.89,33.3,21.9,35.37,27,23.71,21,100,51,83.14,1014,1007.43,999,21,10.57,0,295,909,0,369,369,0,295,295,0,319,181,63,42,62,52,41,37,40,45,33,32,23,27,25,23,18,9,13,4,10,9,12,6
2013Y24W,24.84,31.9,21.4,40.54,27,23.86,20,100,60,89.14,1010,1006.43,1001,29,11.14,0,358,804,0,412,412,0,358,358,0,223,137,37,23,27,43,37,29,26,38,26,22,9,34,31,8,7,10,2,5,7,7,2,4
2013Y25W,28.07,33.8,24.1,14.54,27,24.86,18,100,42,77.86,1009,1004.43,999,32,8.57,0,300,831,0,441,441,0,300,300,0,219,137,56,30,41,22,41,37,17,31,32,20,24,32,15,9,5,10,12,7,5,7,8,7
2013Y26W,27.91,33.5,24,8.17,27,25.43,21,100,49,80.71,1011,1006.71,1003,35,12.71,0,295,867,0,430,430,0,295,295,0,278,170,60,43,45,45,36,36,33,40,41,24,25,31,26,15,8,12,11,7,4,11,5,10
2013Y27W,28.61,34.3,25.3,4.37,27,24.86,22,100,53,75,1013,1008.57,1005,29,12.43,0,840,906,1002,875,421,454,840,372,468,282,147,63,38,35,40,56,29,48,36,11,44,25,40,16,5,6,11,12,9,5,12,6,8
2013Y28W,27.79,34.2,22.9,65.47,27,23.71,21,100,43,74.86,1013,1006,994,43,10.71,0,717,746,862,861,423,438,717,296,421,191,150,65,25,34,37,27,22,15,31,34,24,24,34,18,7,9,14,9,9,17,9,1,6
2013Y29W,25.7,31.3,21.6,92.71,26,24.14,21,100,56,87.86,1011,1008.29,1005,32,7.29,0,860,652,756,886,429,457,860,438,422,166,149,61,32,31,23,15,18,24,23,32,39,20,21,20,7,10,8,12,14,9,13,3,2
2013Y30W,27.67,33.4,24.7,2.01,27,24.71,22,100,42,80,1012,1008.71,1006,26,7.29,0,828,627,690,890,444,446,828,407,421,151,157,69,24,20,19,19,22,26,21,37,28,27,23,22,11,9,18,8,10,11,10,8,4
2013Y31W,28.27,34.7,23.5,28.89,27,24.57,21,100,39,75.14,1015,1008.43,1002,26,9.43,0,912,599,644,906,441,465,912,444,468,102,160,86,16,15,16,16,10,9,20,33,36,25,24,17,12,13,14,11,11,16,13,11,10
2013Y32W,29.4,35.5,24.1,1.11,28,25,21,100,40,72.43,1012,1009,1006,26,8.43,0,775,513,623,822,370,452,775,360,415,94,138,78,10,20,11,10,11,17,15,36,23,25,19,15,12,8,14,14,10,14,8,6,12
2013Y33W,27.36,34,23.8,19.93,27,25.29,22,100,47,82.86,1010,1005.14,1001,26,8.86,0,666,502,649,807,357,450,666,238,428,68,142,95,11,8,20,7,10,5,7,33,19,21,38,11,8,12,15,17,6,20,11,14,12
2013Y34W,27.81,34.2,24.9,53.27,28,25.86,23,100,47,82.71,1010,1000.29,986,29,11.29,0,872,534,601,877,430,447,872,438,434,67,147,78,6,13,7,12,9,10,10,24,31,18,24,24,12,14,8,11,11,18,10,9,11
2013Y35W,27.04,33.9,22.4,51.9,28,25,22,100,50,83.29,1013,1005.71,1000,21,8.57,0,838,494,558,901,445,456,838,415,423,88,126,73,15,8,12,20,10,14,9,27,25,22,14,22,11,5,13,10,10,12,9,10,9
2013Y36W,26.01,31.9,21.6,2.79,25,22,16,100,46,73.57,1016,1012.29,1008,26,10.71,0,715,513,589,890,431,459,715,350,365,66,146,55,12,10,5,5,9,13,12,34,22,23,19,26,16,6,10,11,7,7,7,10,3
2013Y37W,27.64,32.7,23.3,6.99,26,24.14,21,100,40,77.71,1015,1010.14,1004,40,9.43,0,680,510,675,920,452,468,680,360,320,88,152,62,8,17,15,8,9,18,13,27,34,30,27,17,10,7,13,4,9,11,10,6,9
2013Y38W,27.69,32.3,23.8,42.66,26,20.57,16,100,33,61.29,1011,1005.43,994,58,25.43,0,792,619,636,893,430,463,792,366,426,95,123,42,11,13,18,14,13,10,16,21,30,26,8,7,16,15,9,6,4,3,7,3,10
2013Y39W,26.11,31.4,21.9,9.93,27,21.43,15,94,43,70.86,1016,1010,1002,32,15,0,650,551,566,864,434,430,650,293,357,88,140,96,16,7,17,14,8,16,10,21,24,16,31,19,14,15,5,14,19,15,32,5,6
2013Y40W,25.21,33.8,19.7,0.04,23,18,11,89,28,61,1015,1011.29,1002,29,13.57,0,663,499,660,723,354,369,663,234,429,69,78,58,11,5,5,19,8,12,9,34,7,7,8,5,9,8,12,10,4,5,8,9,10
2013Y41W,26.03,33.7,22.2,3.31,25,19.14,7,94,19,63,1015,1010.29,1000,35,15.29,0,778,512,644,911,440,471,778,361,417,43,176,106,6,3,5,10,5,6,8,30,40,20,31,28,16,11,15,14,20,15,24,11,7
2013Y42W,23.17,29.2,18,0.16,21,15.86,10,83,29,59.14,1023,1017.43,1011,32,15.71,0,599,476,538,894,421,473,599,228,371,39,155,119,4,5,7,4,7,4,8,30,30,20,26,26,16,7,12,20,16,24,22,14,11
2013Y43W,20.87,26.8,16,0,17,12,4,94,17,53.86,1022,1016.29,1010,29,14.14,0,727,453,516,826,379,447,727,299,428,29,145,143,5,5,2,1,8,5,3,26,33,16,22,28,12,8,17,24,17,26,21,15,23
2013Y44W,22.04,27.4,14.9,5.09,23,16.43,10,100,32,68,1022,1017.43,1013,29,11.86,0,824,373,483,814,361,453,824,415,409,19,162,252,4,2,2,2,1,4,4,34,31,27,22,18,17,13,31,39,44,54,24,23,37
2013Y45W,22.1,30.1,18.5,0.59,23,17.71,12,100,39,73.57,1023,1018.57,1014,32,11.86,0,725,464,499,754,424,330,725,307,418,29,182,260,5,1,5,1,6,6,5,43,46,20,26,23,9,15,50,36,37,39,39,34,25
2013Y46W,19.56,25.4,16.3,2.47,21,15,5,100,22,72,1022,1018.14,1015,35,13.14,0,609,459,497,824,365,459,609,299,310,20,162,195,3,3,5,1,3,3,2,22,46,29,24,21,10,10,36,38,31,28,30,14,18
2013Y47W,18.44,25.2,14,2.53,21,11.43,5,100,28,60.29,1025,1020,1011,29,11.86,0,536,462,497,883,432,451,536,301,235,26,181,195,5,7,2,2,4,4,2,35,39,40,21,25,14,7,27,30,26,35,29,23,25
2013Y48W,15.31,23.1,8.1,0.21,20,6.57,-10,100,12,53.43,1028,1021.29,1013,32,11.86,0,766,316,492,878,430,448,766,352,414,31,133,198,3,7,5,4,3,6,3,26,28,21,18,19,12,9,35,39,32,29,20,19,24
2013Y49W,16.84,23.4,10.5,2.54,18,10.29,3,100,25,62.71,1024,1018.57,1013,26,9.57,0,584,461,449,881,415,466,584,293,291,28,174,233,3,8,7,0,1,5,4,45,41,32,23,17,10,6,29,40,30,33,40,30,31
2013Y50W,15.7,25.3,12.3,21.89,18,10.86,1,100,31,68.57,1024,1018.57,1011,32,13.71,0,864,454,480,789,367,422,864,432,432,32,145,242,6,10,4,2,2,4,4,32,33,22,25,22,7,4,51,53,32,46,19,28,13
2013Y51W,11.33,16,6.7,14.01,15,6,-6,100,20,66.71,1028,1021.43,1013,29,13.86,0,772,328,469,759,311,448,772,355,417,18,125,136,1,4,3,2,0,5,3,20,25,19,15,23,13,10,22,16,24,34,11,11,18
2013Y52W,11.67,17.7,5.6,0.39,9,3.43,-4,72,20,52.86,1027,1023,1017,29,13.43,0,710,450,462,802,422,380,710,296,414,35,159,149,4,9,11,2,2,6,1,32,26,25,31,17,19,9,21,18,12,30,30,15,23
