Date,平均温度,最高温,最低温,平均降水,最高露点,平均露点,最低露点,最高湿度(%),最低湿度(%),平均相对湿度(%),最高气压,平均气压,最低气压,最高风速,平均风速,最低风速,BSI_厦门手足口病_all,BSI_厦门手足口病_pc,BSI_厦门手足口病_wise,BSI_厦门肝炎_all,BSI_厦门肝炎_pc,BSI_厦门肝炎_wise,BSI_厦门腹泻_all,BSI_厦门腹泻_pc,BSI_厦门腹泻_wise,手足口病,肝炎,其他感染性腹泻,HF1,HF2,HF3,HF4,HF5,HF6,HF7,H1,H2,H3,H4,H5,H6,H7,D1,D2,D3,D4,D5,D6,D7
2014Y01W,13.89,23.6,6.1,0.04,15,7.29,-2,100,24,62.57,1025,1019.14,1012,29,6.71,0,922,445,508,752,289,463,922,413,509,35,122,129,2,6,3,1,8,4,11,23,19,10,37,20,9,4,23,14,21,20,20,16,15
2014Y02W,13.97,21.9,8.7,1.37,16,9.14,-1,100,33,68,1029,1022.43,1015,29,11.71,0,726,438,483,618,177,441,726,354,372,34,151,100,8,4,5,4,6,6,1,33,26,24,20,20,16,12,25,16,16,13,7,11,12
2014Y03W,11.53,18.9,6.4,0,9,4.57,-5,93,24,58.57,1031,1025.57,1021,35,15.43,0,657,438,500,859,419,440,657,300,357,27,131,86,2,5,3,5,4,2,6,30,33,22,16,15,11,4,17,11,14,8,19,10,7
2014Y04W,11.91,21.7,4.3,0.34,13,5.14,-4,100,22,59.14,1029,1023,1016,35,11.14,0,827,450,451,678,234,444,827,411,416,18,110,63,3,4,3,2,3,1,2,31,15,9,18,15,16,6,8,8,18,7,8,10,4
2014Y05W,16.41,26.1,10.3,0,16,11,2,100,32,71.29,1025,1018.29,1007,26,7.14,0,785,305,441,722,295,427,785,350,435,22,55,69,8,2,3,2,2,2,3,13,20,10,6,3,2,1,13,12,11,8,11,6,8
2014Y06W,13.34,26.2,7.7,20.79,17,11.86,6,100,34,88.43,1020,1014,1008,35,13.29,0,746,245,456,809,350,459,746,306,440,13,69,45,2,1,2,1,2,1,4,3,4,7,13,20,11,11,7,5,2,8,14,4,5
2014Y07W,9.06,15.3,5.3,1.5,13,6.43,1,100,45,76.86,1025,1020.86,1018,32,12.29,0,882,414,463,869,410,459,882,434,448,20,172,33,7,3,6,1,2,1,0,49,28,27,29,17,13,9,10,3,4,4,6,3,3
2014Y08W,12.09,20.7,6.1,8.66,20,8.29,-2,100,34,74.71,1030,1023,1014,29,11.57,0,850,430,465,807,363,444,850,411,439,24,150,39,1,1,5,2,4,6,5,24,29,25,21,24,12,15,9,5,3,10,4,3,5
2014Y09W,15.56,21.6,10.7,3.14,19,13.29,3,100,45,82.29,1024,1019,1012,29,9,0,881,441,519,893,422,471,881,416,465,27,130,53,4,5,3,2,4,7,2,27,31,21,18,15,8,10,15,6,9,10,5,6,2
2014Y10W,11.67,18.5,8.2,5.43,14,8.29,2,100,42,74.29,1026,1021.29,1016,40,13.43,0,862,457,558,876,413,463,862,423,439,67,140,41,9,9,8,5,8,10,18,28,29,25,18,17,9,14,8,9,5,4,10,3,2
2014Y11W,13.31,22.5,9.5,3.77,17,9.86,-1,100,29,75.71,1026,1021.29,1012,29,10.14,0,805,494,608,881,417,464,805,359,446,78,158,30,12,11,5,9,8,11,22,31,32,14,24,19,14,24,7,1,8,6,1,1,6
2014Y12W,17.26,27.3,10.2,3,21,12.14,-4,100,17,71.29,1025,1019.14,1010,40,11.86,0,786,1004,1050,847,362,485,786,352,434,117,145,26,12,14,12,10,16,24,29,18,39,30,21,17,15,5,6,5,4,4,3,4,0
2014Y13W,20.66,30,13.9,10.34,23,17,11,100,39,77.71,1023,1014.14,1006,26,7.71,0,801,690,1008,896,430,466,801,429,372,174,137,31,21,24,19,16,29,30,35,28,26,19,18,15,13,18,6,7,7,1,3,0,7
2014Y14W,17.09,23.5,13.6,12.79,17,13.86,9,100,35,78.14,1022,1015.14,1009,32,9.71,0,800,647,1056,791,305,486,800,357,443,190,136,29,24,31,25,23,24,22,41,21,25,19,32,18,14,7,5,7,3,4,3,6,1
2014Y15W,20.01,31.1,12.7,2.99,23,16.71,7,100,35,79.29,1021,1014.71,1008,29,8.71,0,873,702,1188,827,352,475,873,428,445,248,131,14,47,33,36,21,31,36,44,20,32,19,20,18,14,8,1,0,1,7,1,2,2
2014Y16W,21.59,28.9,16.5,0.24,22,16.71,7,100,28,70.43,1020,1013.43,1009,32,11.71,0,858,737,1251,880,422,458,858,427,431,254,138,25,23,45,49,32,24,53,28,14,28,30,20,22,14,10,8,1,5,5,3,2,1
2014Y17W,20.51,29.6,16,6.56,24,18.29,12,100,54,81.71,1017,1013.43,1010,29,8.57,0,721,819,1242,901,438,463,721,296,425,279,141,27,31,56,45,40,47,30,30,30,27,13,34,17,11,9,7,6,5,5,1,0,3
2014Y18W,20.89,27.5,16.3,11.61,21,17.43,14,100,45,77.57,1018,1014.43,1011,32,9.14,0,769,921,1421,941,428,513,769,413,356,258,115,37,50,29,29,39,47,42,22,40,32,12,6,5,7,13,7,6,9,5,2,4,4
2014Y19W,19.4,27.7,12,21.4,25,17.57,0,100,18,84.86,1021,1013.57,1007,40,9,0,781,830,1469,923,455,468,781,421,360,235,155,36,21,44,33,28,41,36,32,33,25,28,29,21,12,7,2,5,10,6,4,4,5
2014Y20W,23.67,30.7,20.1,24.81,26,23,18,100,66,92.71,1012,1008.14,1002,29,8,0,842,942,1490,870,421,449,842,431,411,329,123,42,38,48,45,33,44,61,60,32,26,18,20,5,14,8,7,8,7,7,5,4,4
2014Y21W,23.4,31.8,19.9,38.56,27,23.14,19,100,55,93.71,1014,1009.29,1004,26,8.14,0,799,1017,1798,747,303,444,799,360,439,398,138,35,63,40,56,49,72,60,58,25,29,18,28,19,10,9,4,6,7,6,3,4,5
2014Y22W,25.5,31.4,21.8,25.46,27,24.43,22,100,66,91.71,1011,1007.71,1004,21,7.71,0,608,1117,1740,711,300,411,608,234,374,380,130,41,51,72,39,51,53,56,58,45,16,21,22,14,5,7,9,4,2,11,9,0,6
2014Y23W,25.84,33.4,23.5,44.99,28,25.29,21,100,63,90.43,1006,1003.14,1000,26,8.29,0,831,969,1788,833,419,414,831,407,424,389,128,54,57,66,57,45,53,55,56,14,23,24,19,29,9,10,6,13,9,9,14,3,0
2014Y24W,26.04,31.8,22.4,34.43,26,19.71,12,100,24,65.71,1007,1003.29,1000,32,15.86,0,784,1023,1821,841,420,421,784,364,420,279,130,44,57,54,39,25,29,30,45,29,16,18,17,24,16,10,10,7,6,8,6,5,2
2014Y25W,26.81,32.4,24,24.99,28,26.14,24,100,63,89.86,1007,1004.14,1000,35,10.86,0,795,812,1274,670,352,318,795,354,441,180,150,27,33,25,28,11,33,24,26,30,30,15,25,29,10,11,2,4,4,10,5,2,0
2014Y26W,27.44,32.5,24.2,5.91,28,26.29,23,100,59,88.43,1009,1005.71,1002,26,9.57,0,747,765,1174,804,373,431,747,297,450,173,112,40,26,25,25,22,33,17,25,23,21,16,14,24,7,7,8,5,5,5,7,8,2
2014Y27W,29.21,34.9,26,2.9,29,26.43,22,100,47,79.29,1011,1005.57,1001,26,8.57,0,789,731,1060,728,303,425,789,363,426,137,139,28,20,27,23,13,23,19,12,35,18,18,24,18,11,15,3,7,3,3,5,4,3
2014Y28W,29.91,36.1,25.7,7.09,28,26.43,23,94,49,74.71,1009,1003.71,996,29,11,0,804,562,812,707,297,410,804,359,445,52,138,42,6,14,7,6,5,5,9,22,28,19,20,14,20,15,13,6,4,2,5,3,9
2014Y29W,29.81,36,26.5,11.27,28,25.71,22,94,43,73.71,1011,1008.29,1005,26,9.71,0,669,529,798,761,358,403,669,236,433,60,117,42,12,12,3,9,11,6,7,20,26,18,16,19,12,6,7,8,4,7,4,4,8
2014Y30W,28.56,36.1,23.9,49.07,27,24.43,20,100,34,74.57,1012,1003.43,990,35,14.29,0,692,494,681,821,359,462,692,234,458,34,141,49,10,6,4,4,3,5,2,31,23,23,26,13,11,14,9,5,6,12,6,5,6
2014Y31W,29.69,36.6,24.6,4.63,28,24.86,21,100,35,71.57,1008,1002.14,995,32,8.57,0,674,488,610,888,420,468,674,234,440,30,117,68,5,7,5,3,2,4,4,23,19,17,18,27,6,7,10,9,9,12,8,8,12
2014Y32W,29.27,35.1,26.3,22.09,29,26.43,24,100,56,79.43,1006,1003,1000,18,6.57,0,748,439,533,893,352,541,748,289,459,19,154,71,2,2,5,2,0,4,4,31,26,23,24,29,14,7,13,13,8,10,12,4,11
2014Y33W,28.66,34.2,24.8,18.59,29,26.43,23,100,51,83.57,1011,1004.86,1000,32,7.86,0,831,449,572,855,357,498,831,346,485,47,149,61,7,8,5,1,4,10,12,33,32,20,18,15,8,23,11,12,6,6,5,6,15
2014Y34W,27.44,33.4,23.8,17.01,27,25,19,100,43,80.14,1012,1009.14,1005,29,9.71,0,814,461,680,937,430,507,814,363,451,51,148,72,9,8,5,3,10,7,9,38,30,19,18,17,12,14,9,14,13,8,9,7,12
2014Y35W,28.83,33.6,25.6,3.13,27,24.86,20,100,44,74.71,1014,1011.43,1007,21,6.86,0,759,455,711,924,431,493,759,300,459,71,120,70,10,5,13,9,15,7,12,25,21,11,22,19,13,9,9,13,10,12,8,10,8
2014Y36W,28.97,35.6,22.6,2.31,28,24.14,22,100,44,72.86,1012,1008.57,1005,29,9.29,0,772,497,883,862,303,559,772,356,416,85,110,85,6,7,12,10,18,12,20,30,23,15,18,12,9,3,13,13,8,21,13,11,6
2014Y37W,28.97,34.1,26.2,2.47,27,25.57,22,94,48,76.14,1011,1007.57,1004,35,8.86,0,853,585,1023,832,304,528,853,371,482,154,102,53,15,27,17,19,25,24,27,8,26,12,21,15,14,6,7,9,6,6,9,8,8
2014Y38W,29.04,36.6,24.4,8.2,28,23.86,19,96,43,69.86,1015,1007.43,1001,32,15.57,0,807,615,1298,891,367,524,807,313,494,270,137,73,23,38,28,36,42,47,56,31,27,15,29,18,11,6,8,13,10,8,14,8,12
2014Y39W,27.43,32.3,24,1.8,26,23.71,20,100,54,77.14,1015,1010.71,1005,21,8.71,0,835,731,1607,937,421,516,835,358,477,398,145,53,42,54,63,55,50,72,62,20,34,13,17,24,18,19,11,10,2,11,3,6,10
2014Y40W,26.34,33,21,2.61,27,21.43,12,100,28,70.71,1016,1011.57,1008,29,13.14,0,777,601,1913,819,297,522,777,293,484,386,75,40,56,46,61,58,53,49,63,28,19,8,5,4,9,2,12,13,4,3,3,2,3
2014Y41W,24.84,32.7,20.6,0.04,22,15.57,11,89,24,52.29,1018,1012.71,1007,35,16.57,0,773,657,1512,968,413,555,773,300,473,240,119,47,67,42,43,19,18,29,22,19,25,16,18,15,19,7,7,5,5,11,6,8,5
2014Y42W,22.56,29.8,17.8,0,21,15,7,88,27,58.29,1022,1018.14,1014,29,12.43,0,654,503,1130,886,359,527,654,175,479,120,163,51,15,17,17,17,17,17,20,40,27,27,26,20,7,16,5,16,4,4,12,5,5
2014Y43W,23.39,32.1,19.3,0.17,24,18.71,13,100,37,71.86,1020,1016.43,1012,29,10.29,0,671,501,938,761,236,525,671,230,441,99,118,56,14,25,8,11,17,15,9,19,23,20,26,18,8,4,11,13,9,5,8,7,3
2014Y44W,23.59,30,17.6,1.03,23,18.14,11,100,35,70.29,1021,1016.29,1011,40,10.86,0,813,500,951,930,411,519,813,363,450,91,140,46,9,19,11,8,14,17,13,34,24,28,20,15,13,6,12,8,6,2,9,2,7
2014Y45W,20.23,26.2,15.9,2.1,19,15.14,9,94,39,67.29,1023,1019.14,1016,29,13.43,0,740,477,823,774,291,483,740,291,449,134,144,45,21,24,21,10,14,22,22,34,20,22,25,22,11,10,13,4,5,6,9,3,5
2014Y46W,19.57,25.8,16.1,3,19,14.57,9,100,44,67.71,1023,1019.86,1015,29,15.29,0,736,466,808,713,230,483,736,300,436,73,132,59,16,12,7,3,14,14,7,29,26,22,20,19,8,8,8,9,6,10,10,9,7
2014Y47W,19.7,27.1,14.6,0,19,13.43,4,100,23,64,1024,1019.57,1014,32,11.57,0,686,457,810,914,417,497,686,232,454,46,140,102,6,8,9,5,10,3,5,36,31,16,17,20,6,14,11,10,10,18,13,21,19
2014Y48W,20.99,27.8,17.7,7.41,23,19.43,13,100,43,86.86,1019,1014.86,1010,21,7,0,696,447,763,823,291,532,696,232,464,45,120,157,1,6,6,12,7,8,5,26,25,13,22,14,9,11,24,24,28,34,16,11,20
2014Y49W,14.93,21,9,10.11,22,9.29,2,100,31,64.71,1026,1021.29,1015,35,15.29,0,811,444,794,781,301,480,811,342,469,48,158,148,6,10,9,1,5,13,4,35,18,27,28,28,15,7,29,14,24,23,24,20,14
2014Y50W,15.21,21,9,0.94,15,8.14,-2,83,20,59,1029,1023.43,1017,32,15.43,0,750,436,743,726,236,490,750,287,463,39,131,160,7,8,5,2,5,5,7,27,20,30,11,17,13,13,17,20,28,22,28,18,27
2014Y51W,12.79,19,8,0.99,13,4.43,-10,100,9,55.43,1031,1025.14,1019,29,11.86,0,710,362,662,745,232,513,710,236,474,33,148,259,6,5,3,5,1,5,8,24,33,30,15,29,5,12,29,35,45,42,45,14,49
2014Y52W,13.64,20,8,2.53,13,7.29,-4,100,31,64,1028,1023.71,1020,32,13.71,0,832,428,573,806,291,515,832,361,471,26,109,366,2,5,6,4,3,3,3,30,17,12,21,15,11,3,58,48,60,67,44,46,43
2015Y01W,12.77,21.3,7,0,12,4,-7,100,18,56.14,1029,1022.86,1015,32,10.43,0,759,381,617,774,295,479,759,287,472,34,119,331,6,5,3,2,9,5,4,29,25,17,5,11,11,21,79,52,46,29,29,46,50
2015Y02W,13.94,24.9,8.2,0.3,18,7.14,-3,100,16,60.71,1029,1022,1013,32,11.71,0,796,334,679,663,180,483,796,346,450,13,143,320,3,2,2,1,3,0,2,19,35,14,26,18,14,17,65,54,49,39,50,37,26
2015Y03W,12.49,20.2,8.5,9.09,13,6.71,-1,100,27,65.71,1028,1023.43,1018,35,12,0,898,381,627,714,234,480,898,414,484,25,117,240,2,3,4,2,4,8,2,22,16,23,28,14,7,7,51,42,41,34,41,13,18
2015Y04W,13.47,21.2,8.7,1.59,14,7.14,-6,100,12,65.57,1025,1021.86,1017,32,8.14,0,824,354,570,749,230,519,824,354,470,21,147,189,1,4,2,1,6,3,4,31,22,14,22,16,24,18,26,24,31,46,32,15,15
2015Y05W,13.21,18.3,9.3,0,16,10.14,5,100,48,75.86,1030,1022.86,1017,32,13.57,0,764,293,547,745,234,511,764,285,479,25,106,105,2,8,1,3,6,2,3,23,23,15,13,9,13,10,16,26,22,13,12,7,9
2015Y06W,12.16,18.7,8,0,12,7.71,-2,94,30,69.29,1028,1025,1019,35,11.29,0,711,417,557,788,295,493,711,232,479,14,100,77,1,3,6,0,2,0,2,28,25,13,15,7,8,4,14,12,11,9,10,11,10
2015Y07W,13.09,22.2,5.9,2.96,16,5.29,-5,100,13,56.86,1030,1020.29,1015,29,8.43,0,660,296,555,692,175,517,660,183,477,9,112,57,1,4,0,0,0,3,1,20,19,22,12,14,14,11,12,9,7,5,4,14,6
2015Y08W,15.93,23.1,11.8,3.93,18,11.57,-1,100,27,72.86,1025,1018.86,1014,26,10.43,0,606,179,536,621,175,446,606,114,492,4,39,39,0,0,0,0,0,0,4,14,13,1,0,6,3,2,15,6,4,0,4,6,4
2015Y09W,15.16,23.7,11.8,2.37,19,13.43,8,100,52,85.57,1023,1017.43,1012,29,11,0,813,179,555,780,285,495,813,295,518,9,89,76,1,2,1,3,0,1,1,3,11,11,20,23,14,7,6,8,11,13,15,13,10
2015Y10W,12.71,22.7,8.1,2.7,15,10.57,7,100,52,82.86,1023,1018.43,1010,32,11.29,0,823,383,552,723,241,482,823,354,469,17,119,70,3,1,2,1,4,4,2,26,18,16,23,17,4,15,17,21,3,11,3,7,8
2015Y11W,14.13,25,9,1.37,18,10.86,3,100,39,76.57,1027,1021.43,1015,40,11.57,0,797,370,555,777,242,535,797,306,491,23,139,53,1,3,4,2,5,4,4,29,25,25,30,9,8,13,6,9,4,15,5,6,8
2015Y12W,19.51,30,16.2,0.17,21,16.86,4,100,30,81.43,1022,1015.43,1009,29,8.43,0,814,371,653,817,289,528,814,355,459,30,125,40,4,3,4,2,6,3,8,33,28,16,10,15,8,15,11,8,4,4,6,4,3
2015Y13W,15.79,25.6,10.8,2.06,18,10.29,-3,100,17,67.71,1029,1022.71,1015,35,13.71,0,762,364,684,693,175,518,762,298,464,41,156,36,7,6,3,4,6,8,7,24,29,27,25,30,9,12,8,6,8,2,9,1,2
2015Y14W,23.69,32,16.5,0.09,23,20.86,15,100,45,79.14,1018,1011.43,1006,29,8.43,0,707,447,731,798,298,500,707,232,475,86,126,30,10,17,10,13,10,13,13,22,19,26,22,20,5,12,8,5,2,4,6,3,2
2015Y15W,16.21,32.9,10.2,8.1,23,14.14,9,100,45,82.14,1023,1018.57,1010,32,14.14,0,687,454,923,749,230,519,687,230,457,111,106,41,12,22,11,7,13,29,17,10,23,21,23,14,4,11,5,1,12,6,5,5,7
2015Y16W,21.01,28.3,12.7,1.66,24,13.86,-4,100,10,63.14,1021,1014,1005,29,8.14,0,711,454,932,630,120,510,711,232,479,78,155,36,6,14,19,8,11,14,6,34,34,25,19,19,14,10,7,5,7,4,7,2,4
2015Y17W,20.99,27.8,15.7,9.91,24,14,-3,100,9,63,1021,1016.43,1005,32,11.57,0,818,450,936,654,177,477,818,356,462,118,118,19,13,6,13,16,15,26,29,26,16,26,20,16,7,7,3,3,4,2,3,3,1
2015Y18W,23.64,31.5,19,19.37,25,21,15,100,45,80.14,1017,1011.14,1006,21,8.29,0,627,446,1046,910,352,558,627,171,456,136,123,28,15,24,19,14,10,27,27,32,25,21,16,11,9,9,4,3,4,5,2,3,7
2015Y19W,21.71,29.5,16.6,19.67,25,20.57,16,100,64,88.71,1014,1010.86,1007,29,10.43,0,799,515,1121,816,289,527,799,348,451,182,118,38,22,34,25,18,21,34,28,20,18,20,30,14,10,6,8,2,7,4,6,6,5
2015Y20W,25.2,30.7,19.1,12,26,21.14,3,100,12,76.14,1014,1010.71,1007,26,8.57,0,636,507,1257,646,116,530,636,173,463,195,136,32,32,26,30,19,36,24,28,36,25,16,27,14,10,8,5,4,2,7,4,4,6
2015Y21W,22.54,30.3,16.6,50.1,27,22.14,16,100,68,92.71,1014,1008.57,1004,32,10.86,0,694,528,1268,800,293,507,694,234,460,277,105,35,22,32,53,46,33,52,39,20,17,23,12,12,15,6,7,3,2,7,10,4,2
2015Y22W,24.66,32.8,19.9,14.5,29,24.14,16,100,57,91.86,1012,1007.43,1003,21,6.86,0,655,580,1294,774,285,489,655,230,425,264,126,36,32,38,48,26,32,50,38,16,38,14,18,18,15,7,8,3,6,3,5,5,6
2015Y23W,25.99,34.6,22.3,10.87,27,24.71,22,100,52,88.71,1012,1008.86,1005,26,9,0,730,594,1305,923,407,516,730,293,437,278,139,39,38,19,42,42,55,37,45,24,27,19,25,20,11,13,8,6,4,5,8,4,4
2015Y24W,27.87,33.5,23.8,7.97,28,26,22,100,52,82.71,1010,1007.14,1004,32,10.14,0,706,594,1754,818,295,523,706,234,472,239,152,37,29,32,45,17,22,56,38,30,30,17,22,27,15,11,6,5,6,4,6,8,2
2015Y25W,28.89,35.9,25.1,3.74,28,25.43,22,100,40,78,1011,1006.29,1002,26,11,0,767,556,1754,846,293,553,767,291,476,219,123,36,27,33,41,23,23,34,38,23,25,26,12,26,6,5,6,5,5,6,6,3,5
2015Y26W,27.89,34.1,24.9,2.51,28,26.71,24,100,56,86.14,1010,1007,1005,40,12.14,0,865,566,1375,633,120,513,865,350,515,184,117,59,36,26,27,23,23,30,19,18,33,22,16,12,8,8,6,5,9,10,12,9,8
2015Y27W,28.93,35.7,23.8,5.14,28,25.86,21,100,47,78.43,1009,1003.43,1000,26,11,0,763,538,1381,917,358,559,763,291,472,153,129,43,30,21,21,20,15,22,24,23,32,14,27,17,8,8,7,7,4,7,2,5,11
2015Y28W,28.71,38.5,23.8,23.01,27,23.86,21,100,33,70.71,1003,999.57,994,40,14.14,0,893,419,1167,817,329,488,893,410,483,120,119,38,13,20,26,16,10,13,22,26,18,17,25,14,9,10,7,9,4,6,3,8,1
2015Y29W,28.6,33.7,25.3,12.19,28,25.86,23,100,53,79.86,1005,1002.29,999,32,9.86,0,779,451,1061,994,459,535,779,297,482,92,130,48,14,8,14,19,15,12,10,30,14,22,31,16,7,10,11,10,5,7,7,1,7
2015Y30W,26.29,30.8,23.5,61.49,28,25.86,23,100,70,91.43,1013,1007.86,1004,32,13.86,0,776,373,958,1031,480,551,776,287,489,85,121,44,12,8,12,9,14,17,13,20,20,21,18,16,13,13,8,10,6,4,7,8,1
2015Y31W,28.1,34.8,23.3,0.26,27,23.29,17,100,32,71.43,1014,1011,1008,32,9.71,0,676,437,1000,1244,613,631,676,173,503,92,117,58,13,11,18,10,13,15,12,16,27,14,19,19,7,15,12,12,7,8,8,6,5
2015Y32W,28.79,35.4,23.3,29.59,27,23.43,19,100,36,69.86,1012,1002.14,983,55,13.43,0,694,441,877,960,416,544,694,240,454,61,144,60,8,13,10,7,5,10,8,22,33,15,28,25,11,10,8,14,6,12,10,5,5
2015Y33W,27.07,32.7,24.5,7.91,27,26,24,100,58,88,1010,1007.14,1002,29,9.71,0,764,444,846,785,239,546,764,293,471,60,152,42,6,13,8,8,5,14,6,27,31,22,25,22,15,10,6,3,8,6,4,7,8
2015Y34W,28.71,35.6,24.1,11.36,27,24.29,21,100,41,74.29,1010,1003.71,996,35,10.86,0,764,443,847,710,179,531,764,287,477,98,149,51,14,8,12,8,11,29,16,26,30,25,15,24,15,14,9,10,9,10,8,3,2
2015Y35W,25.84,31.2,22.8,48.3,27,24.71,22,100,51,89.43,1011,1007,1000,21,8.71,0,894,452,885,812,289,523,894,416,478,95,115,64,13,13,11,11,18,13,16,28,22,9,16,19,10,11,17,6,12,10,6,9,4
2015Y36W,26.61,33.8,22.2,32.74,28,25.43,22,100,49,87.57,1015,1010.14,1003,18,6.86,0,564,470,912,763,285,478,564,120,444,161,118,53,26,12,19,19,32,36,17,27,26,21,9,9,15,11,14,9,4,2,5,9,10
2015Y37W,25.8,30.7,22.1,1.93,27,21.43,17,100,40,71.57,1016,1011.71,1005,32,13.86,0,679,458,1048,665,173,492,679,238,441,192,134,68,17,19,30,20,18,40,48,25,28,19,19,23,6,14,10,15,9,10,12,5,7
2015Y38W,25.4,30.5,21,4.81,25,21.71,17,100,53,76.43,1017,1013.43,1008,29,11.71,0,868,472,1081,702,230,472,868,403,465,192,114,42,32,27,30,20,16,34,33,18,23,14,22,14,9,14,10,4,6,6,7,4,5
2015Y39W,25.83,31.7,22.5,4.83,27,23.57,17,100,43,83.43,1013,1008,1003,21,10.14,0,640,485,1070,629,114,515,640,179,461,289,142,51,41,36,32,38,46,54,42,18,33,24,26,17,15,9,11,6,9,10,7,3,5
2015Y40W,25.66,32.6,22.1,31.84,27,23.14,18,100,46,82.29,1019,1011.29,994,35,11.57,0,570,442,1370,688,232,456,570,114,456,343,75,31,67,46,38,36,47,60,49,20,16,20,3,5,7,4,5,9,6,2,4,2,3
2015Y41W,24.69,30.9,21.2,11.53,26,20.71,11,100,34,75.71,1022,1014.29,1007,26,11,0,647,520,1347,732,236,496,647,179,468,379,91,43,63,57,47,64,50,57,41,6,12,6,20,16,24,7,5,5,11,9,5,2,6
2015Y42W,22.54,28.7,18.9,0,18,13.57,7,88,21,53.43,1022,1016.43,1011,32,16.29,0,672,514,965,661,173,488,672,240,432,277,168,48,44,61,59,27,25,35,26,46,33,10,22,26,17,14,9,8,5,7,9,4,6
2015Y43W,24.57,29.1,21.1,0,22,17.14,13,88,37,59.14,1019,1012.29,1006,32,16.71,0,773,466,835,653,173,480,773,346,427,146,138,36,28,15,26,22,17,19,19,22,24,16,26,23,17,10,6,6,8,10,3,2,1
2015Y44W,22.99,29.9,19.4,0.9,23,19.43,15,100,49,76.86,1025,1019.14,1013,32,11.43,0,804,453,705,667,185,482,804,356,448,130,149,45,20,13,21,12,10,38,16,38,29,14,26,19,10,13,10,6,7,8,7,4,3
2015Y45W,23.76,31.2,17.7,0,25,19.57,12,100,46,74.29,1024,1018.14,1014,29,11,0,737,466,735,761,285,476,737,291,446,163,166,48,28,26,21,17,19,32,20,23,27,39,19,24,20,14,12,6,9,3,5,8,5
2015Y46W,21.84,28,18.4,5.14,24,19,14,100,56,80.43,1022,1017.71,1013,32,13.86,0,672,459,733,762,298,464,672,230,442,217,136,39,28,32,50,25,20,27,35,20,19,11,24,21,34,7,3,3,4,7,4,12,6
2015Y47W,23.67,30.7,20,0.94,24,20.57,16,100,45,78.57,1021,1017.14,1013,26,9.29,0,680,541,865,719,236,483,680,234,446,240,148,52,36,40,31,27,32,47,27,23,29,42,17,18,6,13,4,4,7,6,20,8,3
2015Y48W,18.86,28.2,11.1,0.39,19,12.14,0,89,20,60.71,1027,1020.71,1015,32,13.14,0,613,500,830,711,234,477,613,175,438,161,111,36,26,24,15,16,27,29,24,17,18,22,13,19,11,11,2,5,4,3,13,4,5
2015Y49W,17.47,25.1,12.9,6.04,19,13.71,8,100,43,75.29,1026,1020.71,1014,29,12.43,0,737,418,743,813,350,463,737,298,439,97,157,60,17,14,12,14,11,18,11,21,33,32,23,13,26,9,9,8,6,14,10,4,9
2015Y50W,16.8,23.1,13.7,34.63,18,14.29,9,100,54,80.29,1026,1019.43,1013,29,11,0,592,430,651,698,243,455,592,173,419,71,149,84,10,16,8,6,11,13,7,20,35,29,18,25,11,11,10,26,11,14,10,6,7
2015Y51W,14.44,22.7,6.6,0.3,18,9.14,-5,96,19,66.14,1030,1023.29,1015,32,13.43,0,598,428,577,700,241,459,598,236,362,102,170,105,16,17,11,13,15,21,9,39,36,31,15,22,21,6,19,14,23,11,11,13,14
2015Y52W,16.44,21.1,12,9.81,19,15.29,9,100,56,89.57,1028,1021.14,1016,26,7.29,0,791,433,591,669,230,439,791,348,443,83,143,127,16,16,6,8,13,14,10,28,22,38,11,12,18,14,22,22,15,26,16,14,12
2016Y01W,14.66,19.2,10.7,2.4,18,10,-1,100,31,70.43,1030,1025.86,1019,32,11.14,0,712,380,638,587,127,460,712,289,423,111,149,138,23,19,18,12,11,23,5,34,30,31,26,7,16,5,20,22,21,16,15,18,26
2016Y02W,15.76,22.2,11.8,12.03,19,13.43,7,100,51,82.29,1025,1020.71,1016,26,9.71,0,619,440,553,797,348,449,619,177,442,98,143,197,12,12,13,10,14,15,22,16,31,28,14,17,28,9,32,36,34,31,28,19,17
2016Y03W,13.5,17,9.9,8.59,17,12.29,8,100,50,86.71,1024,1018.14,1009,29,10,0,692,317,648,692,230,462,692,236,456,67,138,155,8,6,16,5,3,11,18,18,28,26,25,19,15,7,16,30,35,22,15,20,17
2016Y04W,10.13,18.1,3.7,7.76,13,6,-11,100,22,73.43,1037,1024,1015,29,12.86,0,550,428,502,573,114,459,550,116,434,43,151,138,10,7,2,7,4,4,9,20,25,38,18,25,20,5,16,20,23,18,17,21,23
2016Y05W,10.8,16.9,0.1,36.63,16,7.86,-12,100,15,78.57,1037,1024.71,1018,29,10.43,0,718,412,503,497,57,440,718,289,429,38,150,104,4,16,1,7,2,6,2,31,19,20,27,18,10,25,10,14,13,13,19,20,15
2016Y06W,10.01,17.8,5.9,2.46,12,6.29,-6,100,21,75.14,1029,1024.57,1018,29,11.43,0,736,175,462,615,171,444,736,293,443,9,145,89,3,1,1,0,3,1,0,34,24,39,20,11,12,5,14,12,19,12,16,8,8
2016Y07W,14.83,24.7,5.4,5.37,22,11.14,-6,100,15,81,1027,1018,1011,32,6.14,0,623,234,446,479,57,422,623,171,452,31,35,100,1,0,3,3,2,11,11,1,0,4,5,7,7,11,14,10,4,11,11,19,31
